Gene	Expr0
Nat3	2.51348
Nat1	4.55931
Napsa	4.84048
Napb	4.92521
Nap1l5	4.46659
Naip5	3.7792
Naip2	3.23332
Naip1	3.05942
Nags	4.84067
Naglu	5.52454
Naaladl1	4.79749
Myt1l	4.55411
Myt1	3.17639
Myrip	3.07854
Myoz3	5.23577
Myoz2	3.85046
Myoz1	5.05705
Myot	3.26385
Myom3	3.77871
Myom2	3.16979
Myom1	3.88697
Myog	4.69854
Myod1	4.69525
Myocd	3.65425
Myoc	3.4762
Myo7a	5.62855
Myo6	5.43117
Myo5c	4.63628
Myo5b	4.29217
Myo3b	3.11291
Myo3a	3.63069
Myo1d	4.28727
Myo1a	4.41654
Myo16	3.34314
Myo15	4.96067
Mylk2	4.97892
Mylk	4.47697
Mylc2pl	4.39968
Myl6b	5.23177
Myl3	5.6617
Myl2	3.72474
Myl1	3.34758
Myh8	2.72191
Myh7b	5.65342
Myh6$LOC674761	3.18813
Myh4	3.29598
Myh2	2.70209
Myh11	3.83997
Myh1	3.50712
Myf6	2.9953
Myf5	2.18173
Myct1	4.85574
Mycs	4.35645
Mycl1	5.57318
Mycbpap	3.26282
Mybphl	3.97454
Mybph	4.43226
Mybpc3	5.48307
Mybpc2	5.55932
Mybl1	4.2078
Myb	4.37055
Mxra7	5.43863
Mxd4	5.5973
Mxd1	5.36878
Mx2	4.65938
Mx1	3.04786
Mustn1	5.05059
Musk	4.7806
Mupcdh	5.07436
Mup5	4.22687
Mup4	2.60732
Mug1$Mug-ps1	2.77773
Muc6	4.00027
Muc5ac	5.63952
Muc4	3.12459
Muc20	5.21843
Muc15	2.78167
Muc13	2.28552
Muc10	2.43127
Muc1	5.0819
Mtnr1a	4.50066
Mtmr11	4.48406
Mtac2d1	2.58444
Mt4	4.56749
Mt3	5.57979
Msx3	5.48325
Mst1r	4.78899
Msr2	4.88225
Msr1	4.81485
Msmb	3.75666
Msi1	5.43285
Msh5	5.6119
Msh4	4.48095
Msgn1	5.314
Ms4a8a	4.35788
Ms4a7	4.62365
Ms4a6d	3.33673
Ms4a6c	4.46339
Ms4a6b	2.92412
Ms4a4d	3.15768
Ms4a4b	2.84972
Ms4a3	4.36837
Ms4a2	3.22425
Ms4a13	3.61459
Ms4a10	4.82432
Ms4a1	2.98838
Mrvi1	3.842
Mro	3.46764
Mrgprh	2.89371
Mrgprg	4.41204
Mrgprf	5.12457
Mrgpre	5.05208
Mrgprb1	2.25181
Mrgpra4	3.05664
Mrgpra3	4.11323
Mrgpra1	4.44943
Mrg2	5.61963
Mrcl	4.90698
Mrap	4.03694
Mr1	5.59381
Mpz	4.72007
Mpped1	5.69152
Mpp4	3.19814
Mpp3	4.4397
Mpp2	5.59769
Mpo	3.8837
Mpl	5.4431
Mpeg1	4.12821
Moxd2	3.84053
Moxd1	5.61292
Mos	3.81632
Morn3	4.05991
Morn1	4.60303
Morc2b	4.09222
Mon1b	5.38359
Mogat2	5.08854
Mog	2.70658
Mobp	4.4133
Mobkl2b	5.03166
Mnx1	2.95685
Mn1	5.04581
Mmp9	4.94552
Mmp8	3.76959
Mmp7	5.19703
Mmp24$LOC100045083	5.28377
Mmp20	2.9034
Mmp1b	2.61664
Mmp19	4.51035
Mmp16	4.97084
Mmp15	5.20253
Mmp12	3.03809
Mmp10	5.34515
Mmel1	3.92548
Mmd2	4.63553
Mlze	4.88357
Mlxipl	4.69291
Mlstd1	2.80807
Mlph	3.49066
Mllt3	5.05833
Mlkl	5.1031
Mlc1	3.63963
Mlana	5.03757
Mkx	4.70392
Mkl2	5.62956
Mixl1	4.98595
Mip	3.68316
Miox	3.72891
Mid2	3.42999
Micall2	4.44088
Mical2	5.24537
Mia2	2.78128
Mgst2	5.13433
Mgll	5.08173
Mgl2	3.86352
Mgl1	4.93549
Mgat5b	4.86534
Mgat5	5.17527
Mgat4c	3.1067
Mgat4a	4.77382
Mfsd9	5.38436
Mfsd8	4.88549
Mfsd4	4.12115
Mfsd2	4.6392
Mfi2	4.55081
Mfap4	5.27273
Mfap3l	5.03924
Mettl7b	4.63614
Mett5d1	4.65327
Metrnl	4.69435
Met	4.74465
Mesp2	5.53424
Mesp1	5.65791
Mepe	4.83495
Mep1a	4.43132
Meox2	2.99631
Meox1	5.26607
Meis1	4.26701
Meig1	2.49067
Megf9	4.41277
Megf11	3.47882
Megf10	3.87318
Mefv	5.37175
Mef2c	4.26812
Me3	4.45005
Mds1	4.60957
Mdh1b	3.18819
Mdga2	3.74978
Mdfi	5.51793
Mctp1	3.22871
Mcpt4	4.12463
Mcpt2	3.88118
Mcpt1	3.20438
Mcoln3	3.66118
Mcoln2	4.0016
Mcm9	5.54351
Mchr1	4.92345
Mcart6	5.17193
Mc5r	5.12071
Mc3r	5.24332
Mc2r	3.82991
Mc1r	3.90932
Mbp	5.15253
Mboat1	5.33314
Mbl2	3.59915
Mbl1	4.3601
Mbd3l2	3.21049
Mbd3l1	3.24116
Mb	5.3142
Matn4	5.48016
Matn2	3.87492
Matn1	3.42852
Matk	4.48089
Mat1a	2.9831
Masp2	4.57314
Masp1	3.49477
Marveld3	4.00499
Marveld2	4.00102
Mars2	4.28772
Mark4	5.5122
Marco	4.64166
Mapk15	5.47822
Mapk11	5.65276
Mapk10	3.14032
Map6d1	4.45503
Map4k2	5.38668
Map3k9	4.64898
Map3k8	3.81855
Map3k2	2.99944
Map3k14	5.69592
Maob	4.12796
Mansc1	4.54412
Mamdc2	4.32792
Malt1	5.29717
Mall	3.75231
Mal2	2.50383
Mak	4.74813
Magix	4.59865
Magi2	4.81566
Magi1	4.22216
Mageb1	3.23749
Magea6$Magea1	3.78294
Magea5$Magea1	5.67646
Mag	4.86421
Mafb	3.93684
Maf$LOC100047419	4.49281
Madcam1	5.37943
Macrod2	4.29006
Mab21l2	5.18772
Mab21l1	4.00195
Lyzs$Lyz	4.50783
Lyzl6	2.80149
Lyzl4	3.51636
Lyzl1	4.23574
Lyz$Lyz	3.43916
Lyve1	2.9225
Lyst	5.22384
Lysmd4	4.4233
Lyrm7	3.99866
Lyrm1	5.43606
Lypd6	3.60221
Lypd5	4.29503
Lypd4	4.37712
Lypd3	4.14971
Lypd2	5.0796
Lypd1	5.47852
Lynx1	5.64789
Lyl1	4.03093
Lyg2	3.91116
Lyg1	3.89104
Ly96	4.05639
Ly9	4.29408
Ly86	4.17526
Ly6k	4.61408
Ly6i	4.19779
Ly6g6d	4.87575
Ly6g6c	4.66703
Ly6f	3.98196
Ly6d	4.97454
Luzp2	2.24768
Lum	4.69129
Ltk	5.31746
Ltf	4.83627
Ltc4s	5.34262
Ltb4r2	4.27063
Ltb4r1	5.30101
Lta	4.23241
Lsamp	3.64334
Lrtm2	3.56029
Lrtm1	4.20346
Lrrtm4	2.36658
Lrrtm3	2.85621
Lrrtm2	3.23027
Lrrtm1	3.01909
Lrrn3	3.06041
Lrrn2	4.69156
Lrrn1	3.02768
Lrrk2	4.88663
Lrrk1	5.33234
Lrrc9	3.5828
Lrrc62	5.2286
Lrrc6	3.10788
Lrrc56	5.33961
Lrrc52	2.50694
Lrrc50	4.38275
Lrrc4c	3.40643
Lrrc49	3.9331
Lrrc48	5.27132
Lrrc46	5.54703
Lrrc44	3.42465
Lrrc41	2.72851
Lrrc4	3.45994
Lrrc3b	4.56212
Lrrc39	2.74876
Lrrc36	3.42315
Lrrc33	4.74153
Lrrc3	4.42254
Lrrc27	5.54614
Lrrc26	4.16635
Lrrc24	4.04468
Lrrc20	5.58376
Lrrc19	5.22494
Lrrc18	4.99444
Lrrc15	5.50958
Lrp5	5.63263
Lrp4	4.06464
Lrp3	5.57902
Lrp2bp	2.69586
Lrp1b	2.50971
Lrmp	5.22701
Lrit2	2.33647
Lrit1	2.44779
Lrg1	3.34471
Lrfn5	2.72187
Lrfn2	4.22774
Lrat	2.53943
Lpxn	3.6475
Lpo	4.1733
Lpin3	5.10587
Lphn3	3.81777
Loxl4	5.4708
Lonrf2	4.54447
Lnx1	3.42751
Lmx1b	4.78168
Lmx1a	5.33014
Lmtk3	5.16078
Lmod3	2.94697
Lmod2	2.70937
Lmo6	3.54861
Lmo3	3.34038
Lmo2	5.55224
Lmo1	5.04615
Lmln	4.50519
Lman1l	3.53498
Lipn	2.50318
Lipk	3.26671
Lipi	3.7731
Lipg	5.27711
Lipf	3.19301
Lipe	5.68452
Lipc	4.2199
Lins2	5.11419
Lingo2	3.63761
Lingo1	5.60497
Lincr	4.67368
Lin7b	5.04361
Lin7a	3.93101
Lin28b	2.6433
Lim2	4.688
Lilrb3	3.98997
Lifr	5.48496
Lif	5.10191
Lhx9	4.24777
Lhx8	2.57831
Lhx6	4.78431
Lhx5	3.41457
Lhx4	5.08077
Lhx3	4.67883
Lhx2	3.63458
Lhx1	3.39447
Lhfpl4	4.34801
Lhfpl3	2.89228
Lhcgr	2.99698
Lhb	5.18068
Lgr6	5.35653
Lgr5	4.23626
Lgi4	4.78236
Lgi3	3.7066
Lgi2	4.95802
Lgi1	2.76244
Lgals7	5.6357
Lgals4	5.4152
Lgals12	3.86267
Lfng	5.13766
Letmd1	4.08773
Letm2	4.38246
Leprel1	5.23284
Lepr	3.86797
Lep	3.70004
Leng9	5.60276
Lenep$Flad1	4.68957
Lemd1	3.32736
Lef1	5.28981
Lect2	3.86832
Lect1	3.50815
Leap2	3.37012
Ldhd	5.55016
Ldhc	4.50797
Ldhal6b	5.63566
Ldb3	5.33406
Ldb2	3.01191
Lct	3.19808
Lcp2	4.07199
Lcp1	3.51778
Lcorl	5.07395
Lcor	5.48928
Lcn9	3.81714
Lcn8	4.48683
Lcn5	4.21119
Lcn4	2.93936
Lcn3	3.84575
Lcn2	3.98434
Lcn13	3.40366
Lcn12	4.32575
Lcn11	4.33384
Lce3f	4.93159
Lce3a	4.60248
Lce1l	2.12444
Lce1g	2.70111
Lce1f	3.44105
Lce1c	2.80918
Lce1b	4.65275
Lce1a2	5.0257
Lce1a1	2.21726
Lcat	5.34503
Lca5	5.57302
Lbxcor1	3.69988
Lbx2	4.29011
Lbx1	4.93815
Lax1	2.9488
Lat2	3.76949
Larp6	4.14605
Lao1	5.5302
Lancl3	3.182
Lamc3	4.25666
Lamc2	5.16377
Lamb3	4.09036
Lama4	5.35062
Lama2	5.61008
Lalba	5.37131
Lair1	3.13428
Lag3	5.03373
LOC677213	5.11955
LOC675405	2.86246
LOC674761	4.58304
LOC668727	3.73374
LOC640746	5.23506
LOC638935	5.34399
LOC634379	4.37425
LOC632073	2.43236
LOC626578	3.15493
LOC574418	4.94968
LOC435565	2.63202
LOC380843	3.61201
LOC14210	4.7862
LOC100048815	2.91239
LOC100048636	3.91862
LOC100048615	5.64164
LOC100048604	4.9826
LOC100048538	3.76866
LOC100048479	4.20753
LOC100048346	3.75177
LOC100048154	4.74516
LOC100048130	3.92436
LOC100048071	5.40501
LOC100048060	3.29639
LOC100048049	4.22336
LOC100048041	4.16853
LOC100047888	4.34988
LOC100047863	5.56332
LOC100047837	4.88555
LOC100047810	2.73093
LOC100047782	4.44289
LOC100047682	3.10984
LOC100047659	4.9679
LOC100047606	4.3114
LOC100047598	4.57566
LOC100047409	5.38756
LOC100047347	4.11794
LOC100047299	4.29619
LOC100047285	5.46793
LOC100047202	2.47459
LOC100047179	4.97651
LOC100047126	5.56107
LOC100047091	4.31912
LOC100047046	4.10133
LOC100046963	3.50443
LOC100046959	4.12742
LOC100046946	4.04477
LOC100046930	2.45033
LOC100046837	2.47779
LOC100046458	3.22703
LOC100046410	3.59091
LOC100046274	4.77991
LOC100046255	5.01803
LOC100046207	4.33773
LOC100046068	4.03141
LOC100046044	4.65161
LOC100045982	4.16358
LOC100045981	5.18027
LOC100045856	2.84274
LOC100045728	4.14255
LOC100045628	4.86715
LOC100045487	4.55096
LOC100045307	4.65738
LOC100045241	4.777
LOC100045238	5.42863
LOC100045228	3.42134
LOC100045098	4.77256
LOC100045044	5.34502
LOC100045042	3.9286
LOC100045019	3.23589
LOC100044927	4.36445
LOC100044885	4.00132
LOC100044807	4.65403
LOC100044699	4.67395
LOC100044697	5.41737
LOC100044683	3.7951
LOC100044677	3.10348
LOC100044643	4.14057
LOC100044599	3.81148
LOC100044356	5.36825
LOC100044319	5.68176
LOC100044313	4.69825
LOC100044271	5.10585
LOC100044232	3.42795
LOC100044222	3.19207
LOC100044204	5.0684
LOC100044194	4.90961
LOC100044162	5.68981
LOC100044161	4.75195
LOC100044153	2.8842
LOC100044115	5.22975
LOC100044104	3.86636
LOC100044065	3.61542
LOC100044008	4.85145
LOC100043536	4.62901
LOC100042999	5.64241
LOC100042789	4.65
LOC100042319	4.41936
LOC100041505	3.0334
LOC100041294	4.89821
LOC100041077	3.27448
LOC100040248	2.4992
LOC100039796	5.09345
LOC100039661	4.81637
LOC100039535	3.47232
LOC100039499	2.36462
LOC100039495	5.36773
LOC100039479	2.60554
LOC100039355	2.98357
LOC100039202	3.04198
LOC100039087	2.31242
LOC100039077	3.54829
LOC100039014	5.20635
LOC100038947	3.4005
LOC100038944	5.5098
LOC100038857	4.7693
L1cam	5.06548
Kynu	3.02797
Ky	3.50971
Ksr1	5.59553
Krtdap	3.95476
Krtcap3	5.60411
Krtap8-2	3.37929
Krtap6-2	3.49824
Krtap6-1	3.13965
Krtap5-5	3.91052
Krtap5-4	4.817
Krtap5-2	3.51636
Krtap5-1	5.46475
Krtap4-7	2.70558
Krtap3-3	2.86249
Krtap3-2	2.47591
Krtap17-1	4.09364
Krtap16-9	2.39086
Krtap16-8	2.59015
Krtap16-7	3.92927
Krtap16-5	2.65038
Krtap16-4	3.85046
Krtap16-10	2.31892
Krtap16-1	2.67135
Krtap15	2.90866
Krtap14	2.73629
Krtap13-1	3.89306
Krtap13	2.95875
Krt84	5.33336
Krt80	5.16443
Krt79	4.7016
Krt77	4.31043
Krt75	5.25177
Krt73	3.30383
Krt72	5.65731
Krt71	5.44292
Krt7	5.09619
Krt6b	4.17174
Krt6a	5.28095
Krt5	5.4868
Krt4	4.61271
Krt36	4.07029
Krt35	3.88106
Krt34	4.00083
Krt33a	3.24477
Krt32	5.38742
Krt31	5.42182
Krt27	3.66815
Krt26	3.07363
Krt25	2.6605
Krt24	3.89758
Krt23	4.44455
Krt222	3.90852
Krt20	4.16632
Krt2	2.50509
Krt17$Krt14	4.52987
Krt16	4.0896
Krt15	4.30509
Krt14$Krt14	4.23327
Krt13	3.49406
Krt1	3.93813
Kprp	4.46378
Kng1	3.88797
Kndc1	4.59485
Kmo	3.73064
Klrk1	3.59015
Klrg1	5.06748
Klre1	3.13659
Klrd1	2.6115
Klrc3$Klrc2	2.3025
Klrc2	2.60164
Klrc1	2.38707
Klrb1f	3.29281
Klrb1c	4.57012
Klrb1b	2.47082
Klrb1a	2.50336
Klra5	3.55531
Klra2	2.35793
Klra17	2.84472
Klra1	2.35354
Klkb1	3.63089
Klk9	4.06269
Klk7	4.55505
Klk6	3.61533
Klk5	4.10215
Klk4	3.3359
Klk1b8	4.48734
Klk1b5$Klk1	2.97257
Klk1b4$Klk1	2.25458
Klk1b3	2.58885
Klk1b27	3.33939
Klk1b24	3.58162
Klk1b21	5.56814
Klk1b16	2.8409
Klk1b11	3.89059
Klk1b1	3.34039
Klk11	4.22585
Klk10	5.47591
Klk1$Klk1	5.25545
Klhl6	4.22885
Klhl4	2.2665
Klhl32	4.24931
Klhl30	3.94733
Klhl23	5.22523
Klhl14	2.53653
Klhl10	4.72887
Klhl1	4.43696
Klhdc8b	5.04145
Klhdc8a	5.46616
Klhdc7a	3.23285
Klhdc6	2.59698
Klhdc1	5.3072
Klf17	3.83341
Klf12	5.40439
Klf1	4.8331
Klb	4.75138
Kl	3.65906
Kitl	5.31791
Kiss1r	4.77926
Kirrel3	4.32453
Kirrel	4.17249
Kif9	4.7925
Kif5a$Kif5a	4.131
Kif2b	2.38336
Kif27	4.457
Kif26b	4.97978
Kif26a	5.6355
Kif24	5.64785
Kif21a	5.5531
Kif1a	4.99161
Kif17	5.5395
Kif15	5.53524
Kif14	3.82275
Kif12	4.91073
Kera	2.60903
Kel	4.1734
Keg1	3.39434
Kctd8	4.16208
Kctd7	4.47697
Kctd4	3.31605
Kctd12b	4.60269
Kcnv2	2.90962
Kcnv1	3.10646
Kcnu1	3.72948
Kcnt1	4.11499
Kcns3	5.62455
Kcns2	3.68179
Kcns1	4.26392
Kcnq5	3.48771
Kcnq4	5.37827
Kcnq3	2.92749
Kcnq2	5.32721
Kcnq1$Kcnq1	5.07018
Kcnn3	5.21193
Kcnn1	4.80273
Kcnmb4	4.75152
Kcnmb2	4.54293
Kcnmb1	3.88312
Kcnma1	4.66575
Kcnk7	5.22257
Kcnk4	5.19846
Kcnk3	4.63393
Kcnk2	4.47269
Kcnk13	4.73305
Kcnk12	4.84762
Kcnk10	4.09237
Kcnj9	4.25108
Kcnj8	4.53104
Kcnj6	4.41023
Kcnj5	3.69236
Kcnj4	5.15043
Kcnj3	4.4443
Kcnj2	2.85428
Kcnj16	3.56326
Kcnj15	3.13851
Kcnj14	4.10382
Kcnj12	4.55662
Kcnj10	3.88145
Kcnj1	3.86968
Kcnip4	3.04569
Kcnip2	4.90019
Kcnip1	4.7556
Kcnh8	3.45675
Kcnh7	4.9577
Kcnh5	2.28051
Kcnh1	4.78268
Kcng4	4.21252
Kcng1	3.86811
Kcnf1	4.41118
Kcne4	5.50791
Kcne3	2.35688
Kcne2	3.15205
Kcne1l	3.58213
Kcne1	3.86425
Kcnd3	3.90051
Kcnd2	3.08433
Kcnc3	5.58527
Kcnc2	2.87636
Kcnc1	4.32828
Kcnab3	4.55896
Kcnab2	5.0196
Kcnab1	4.49333
Kcna6	4.34997
Kcna5	3.20316
Kcna4	3.39584
Kcna3	4.20835
Kcna2	4.41468
Kcna1	3.92445
Kbtbd7	5.02698
Kbtbd5	4.6239
Kbtbd3	5.35925
Kbtbd10	2.87862
Katnal2	3.98547
Jph4	5.53412
Jph3	4.85228
Jph1	5.53538
Jmjd5	5.56345
Jmjd2d	3.18242
Jazf1	3.66615
Jarid1d	3.29019
Jakmip1	3.60349
Izumo1	4.71183
Iyd	3.3259
Ivl	4.22887
Itpr2	4.93404
Itpkb	4.88233
Itln1	3.97046
Itk	3.32707
Itih5	3.11171
Itih4	3.86986
Itih3	3.28496
Itih2	5.34645
Itih1	4.62984
Itgbl1	3.67901
Itgb6	2.85932
Itgb3	5.00741
Itgb2l	5.15224
Itgb2	3.7246
Itgb1bp3	4.45155
Itgb1bp2	4.17038
Itgax	4.23001
Itgam	3.52741
Itgal	4.85403
Itgae	5.30419
Itga8	4.73777
Itga7	5.29743
Itga5	5.20359
Itga4	3.69147
Itga2	4.70785
Itga10	4.72162
Itga1	4.11499
Isx	4.23874
Isoc2b	5.69412
Islr2	5.52177
Islr	4.20151
Isl2	5.32216
Isl1	4.38096
Isg20	5.06663
Irx6	4.62599
Irx5	4.93146
Irx4	4.47977
Irx1	5.67679
Irs4	3.94751
Irs3	3.72134
Irf8	4.30701
Irf7	4.49528
Irf6	5.49732
Irf5	5.45602
Irf4	3.8664
Irak4	4.80697
Iqub	2.68301
Iqsec2	5.10736
Iqck	2.67409
Iqcf4	4.70241
Iqcf3	4.95023
Iqcd	4.41786
Invs	4.46641
Insrr	4.799
Insr	4.47669
Insm2	3.52937
Insm1	5.29333
Insl5	3.60147
Inpp4b	3.55766
Inpp4a	4.54789
Inmt	4.31976
Inhbe	4.3398
Inhbc	5.02443
Inha	5.43631
Indol1	3.3965
Indo	3.71474
Inadl	4.49065
Impg1	4.11138
Il9r	3.14521
Il9	5.15373
Il7r	3.24576
Il7	4.41364
Il6	4.6837
Il5ra	2.67388
Il5	4.08406
Il4ra	5.40284
Il4i1	5.19108
Il4	3.47297
Il33	3.45423
Il31ra	5.40279
Il3	3.22823
Il2rb	4.53949
Il2ra	3.80423
Il28ra	4.95363
Il25	4.05893
Il24	3.99788
Il23a	5.01971
Il22ra2	3.44318
Il21r	4.11384
Il21	2.61918
Il20rb	3.839
Il20ra	3.72395
Il20	5.61944
Il2	3.48046
Il1rn	5.34624
Il1rl2	4.75709
Il1rapl2	3.18485
Il1rap	4.40451
Il1r2	5.34307
Il1r1	5.57217
Il1f9	4.47787
Il1f8	4.07121
Il1f6	5.18047
Il1f5	5.31179
Il1f10	5.59021
Il1b	5.03854
Il1a	2.63923
Il18rap	5.10706
Il18r1	2.42182
Il17rb	3.80201
Il17d	3.51132
Il17a	4.0256
Il16	4.78931
Il15ra	4.34204
Il15	2.91191
Il13ra2	4.39377
Il13ra1	4.93967
Il13	4.23478
Il12rb2	3.75379
Il12rb1	4.4622
Il12b	3.48607
Il12a	3.49308
Il11	5.6771
Il10ra	3.69099
Il10	3.06001
Ikzf4	4.6281
Ikzf3	4.64285
Ikzf2	3.34033
Ikzf1	4.91268
Ikbke	5.40395
Iigp2	5.35065
Iigp1	3.59351
Ihpk3	4.11779
Ihh	4.2464
Igsf6	4.92182
Igsf5	3.60679
Igsf11	3.09197
Igsf1	5.12153
Igj	3.24675
Igfbpl1	5.39646
Igfbp6	5.51835
Igfbp1	2.9048
Igfals	5.43642
Igf1	4.68678
Igbp1b	3.36762
Ift122	5.31353
Ifng	3.08599
Ifnb1	4.42194
Ifna11	3.3126
Ifna1	5.27137
Ifltd1	4.76086
Ifitm7	3.80914
Ifitm6	5.05237
Ifitm5	5.61458
Ifit3	4.35219
Ifit2	4.8538
Ifit1	3.33327
Ifih1	4.77679
Ifi47	4.86645
Ifi44	3.3675
Ifi27	4.89272
Ifi204	3.28956
Ifi203$Ifi203	4.89577
Idi2	2.95549
Icos	4.44219
Icam5	5.05014
Icam4	4.70478
Icam2	4.14364
Ica1l	3.25383
Ibsp$Ibsp	2.7865
Ibrdc2	4.20839
Iapp	2.99098
Hydin	4.9027
Hyal5	2.79588
Hyal4	4.73958
Hyal3	4.7659
Htra4	2.86562
Htra3	4.96913
Htr7	3.99068
Htr6	3.84037
Htr5b	3.91582
Htr5a	3.71564
Htr4	3.051
Htr3b	4.22518
Htr2c	2.61217
Htr2b	3.4942
Htr1f	3.7456
Htr1d	4.63273
Htr1a	4.50013
Hspb7	4.66261
Hspb3	4.51161
Hspa1l	3.25181
Hspa1a	5.59726
Hspa12b	4.42053
Hspa12a	4.73251
Hsh2d	3.70615
Hsfy2	2.9833
Hsf5	3.71789
Hsf4	4.96845
Hsd3b5	3.72213
Hsd3b4	3.43103
Hsd3b3$Hsd3b2	3.00172
Hsd3b2$Hsd3b2	2.8916
Hsd3b1	3.22485
Hsd17b6	3.87448
Hsd17b3	3.10373
Hsd17b2	3.07397
Hsd17b13	3.53959
Hsd17b1	4.71796
Hsd11b2	4.60273
Hsd11b1	5.32321
Hs6st3	4.48354
Hs6st2	5.6101
Hs3st6	5.18597
Hs3st3b1	4.86586
Hs3st3a1	4.62722
Hs3st2	4.30909
Hs3st1	5.65365
Hrh4	3.36547
Hrh3	5.22977
Hrh1$Hrh1	4.23267
Hrasls5	3.89604
Hrasls	3.6192
Hr	5.20473
Hpx	3.83574
Hpse	4.8723
Hps5	5.63306
Hpn	5.45203
Hpgd	3.32351
Hpd	4.63529
Hpcal4	3.06166
Hpca	4.63092
Hp	5.26218
Hoxd4	4.69155
Hoxd3	4.7861
Hoxd13	5.5457
Hoxd12	3.94781
Hoxd11	4.90127
Hoxd10	4.43291
Hoxd1	4.18962
Hoxc8	3.77752
Hoxc5	4.43069
Hoxc4	5.18666
Hoxc10	4.32538
Hoxb9	4.56225
Hoxb7	3.92997
Hoxb6	4.26155
Hoxb5	3.43749
Hoxb4	5.16335
Hoxb3	4.86041
Hoxb2	5.12401
Hoxb13	4.69483
Hoxb1	2.8362
Hoxa5	5.32697
Hoxa4	3.11415
Hoxa3$5730596B20Rik	5.50579
Hoxa2	4.04403
Hoxa13	4.33341
Hoxa11	5.58104
Hoxa10	4.24022
Hormad2	5.67572
Homez	4.38768
Hnt	3.54233
Hnmt	2.43128
Hnf4g	2.87056
Hnf4a	5.3833
Hmx3	2.9848
Hmx2	3.43835
Hmx1	4.94601
Hmgcs2	3.88249
Hmgcll1	4.78058
Hmgb4	3.02356
Hmcn1	2.7909
Hlx	5.20314
Hlf	4.51419
Hkdc1	5.30308
Hivep3	4.61922
Hist2h3c2$Hist1h3b	5.242
Hist2h2be	3.67569
Hist1h4a$Hist1h4a	3.19379
Hist1h3i$Hist1h3a	4.30651
Hist1h1t	4.48679
Hist1h1e	3.86852
Hipk3	4.7159
Hils1	4.4119
Higd1b	3.77843
Hibch	5.25127
Hhip	3.99471
Hhatl	5.32128
Hhat	4.60086
Hgfac	3.33053
Hgf	4.32319
Hgd	4.81534
Hfe2	3.60968
Hfe	4.19962
Heyl	4.78575
Hey2	2.98642
Hesx1	4.90185
Hes7	5.24278
Hes5	5.67336
Hes3	4.47319
Hes2	3.9815
Herc3	5.58094
Heph	3.06007
Hepacam	3.29346
Hemgn	2.49299
Heg1	3.05472
Hecw2	3.44948
Hecw1	3.44496
Hectd2	4.44373
Hdhd1a	4.00985
Hdgfrp3	5.12338
Hdgfl1	4.89733
Hdac9	4.37499
Hdac10	5.5328
Hcst	5.24747
Hcrtr2	4.9194
Hcrtr1	3.18063
Hcrt	5.58962
Hcn1	3.64851
Hcls1	3.76811
Hc	4.07933
Hbb-y	3.4167
Hbb-bh1	4.67416
Hba-x	4.92505
Hba-a1	3.5304
Havcr2	3.01933
Havcr1	3.89248
Has3	3.81203
Hapln4	5.27329
Hapln2	4.12705
Hapln1	2.56654
Hao3	2.36055
Hao1	3.09011
Hand2	3.95128
Hand1	5.32171
Hamp2$Hamp1	4.62248
Hamp1$Hamp1	4.11696
Hal	5.03835
Hace1	5.24605
Habp4	5.42447
Habp2	3.0843
Haao	5.12931
H60$H60	5.28116
H28	2.49512
H2-T24	3.24125
H2-T22$H2-T10	5.51618
H2-Q6	5.03665
H2-Q10	4.28262
H2-Ob	3.69835
H2-Oa	4.49192
H2-M9	4.08957
H2-M10.1	5.50352
H2-Eb2	5.1142
H2-DMb2$H2-DMb1	4.18253
H2-DMb1$H2-DMb1	4.22103
H2-DMa	5.28332
H2-D1	5.42415
H2-Ab1	4.50241
H1foo	4.81857
H1fnt	4.92539
Gzmn	3.02301
Gzmk	3.31041
Gzmg	2.46173
Gzmf	2.8372
Gzme	5.36711
Gzmd	2.27708
Gzmc	2.76829
Gzmb	4.25054
Gzma	3.91594
Gys2	3.25586
Gypc	5.54514
Gypa	3.17486
Gykl1	3.3224
Gulo	3.88638
Guf1	5.18113
Gucy2g	2.72732
Gucy2e	3.95725
Gucy2c	3.90693
Gucy1b3	4.0439
Gucy1a3	3.85309
Gucy1a2	2.71155
Guca2b	5.12104
Guca2a	4.71316
Gtpbp8	4.33118
Gtf2a1l	4.26249
Gt4-1	5.04331
Gsx2	4.0256
Gsx1	5.23507
Gstt4	3.80982
Gstt3	5.41856
Gsto2	3.16618
Gstm7	5.19041
Gstm6	4.82156
Gstm3	4.64895
Gsta3	5.65367
Gsta2$Gsta1	3.51048
Gsg1	5.30705
Gsdm2	3.83564
Gsdm1	3.1042
Gsc	4.21791
Gsbs	2.74625
Grsf1	4.17076
Grpr	3.60525
Grp	3.71986
Grm8	2.90388
Grm7	2.92623
Grm5	2.41317
Grm3	3.15908
Grm1	5.03674
Grk4	3.31877
Grk1	4.69033
Grip1	4.45809
Grin3b	4.39646
Grin2d	5.4192
Grin2c	4.17765
Grin2b	4.50536
Grin2a	3.09018
Grik4	5.58288
Grik3	5.29917
Grik2	3.85988
Grik1	2.93098
Grifin	5.60221
Grid2ip	5.08769
Grid2	3.56298
Grid1	4.48242
Gria4$Gria4	3.53901
Gria3	4.40384
Gria2	4.14061
Gria1$Gria1	2.96489
Grem2	5.47208
Greb1	3.63539
Grb14	5.37053
Grap2	3.45963
